[60,0,0,0,0,97.65,0
, 60,0,0,0,0,97.65,0
, 60,0,0,0,0,97.64,0
, 60,0,0,0,0,97.64,0
, 60,0,0,0,0,97.64,0
, 60,0,0,0,0,97.63,0
, 60,0,0,0,0,97.63,0
, 60,0,0,0,0,97.63,0
, 61,0,0,0,0,97.62,0
, 61,0,0,0,0,97.62,0
, 61,0,0,0,0,97.62,0
, 61,0,0,0,0,97.61,0
, 61,0,0,0,0,97.61,0
, 61,0,0,0,0,97.61,0
, 61,0,0,0,0,97.6,0
, 61,0,0,0,0,97.6,0
, 61,0,0,0,0,97.6,0
, 61,0,0,0,0,97.59,0
, 61,0,0,0,0,97.59,0
, 61,0,0,0,0,97.59,0
, 62,0,0,0,0,97.59,0
, 62,0,0,0,0,97.58,0
, 62,0,0,0,0,97.58,0
, 62,0,0,0,0,97.58,0
, 62,0,0,0,0,97.57,0
, 62,0,0,0,0,97.57,0
, 62,0,0,0,0,97.57,0
, 62,0,0,0,0,97.56,0
, 62,0,0,0,0,97.56,0
, 62,0,0,0,0,97.56,0
, 62,0,0,0,0,97.55,0
, 62,0,0,0,0,97.55,0
, 63,0,0,0,0,97.55,0
, 63,0,0,0,0,97.54,0
, 63,0,0,0,0,97.54,0
, 63,0,0,0,0,97.54,0
, 63,0,0,0,0,97.53,0
, 63,0,0,0,0,97.53,0
, 63,0,0,0,0,97.53,0
, 63,0,0,0,0,97.52,0
, 63,0,0,0,0,97.52,0
, 63,0,0,0,0,97.52,0
, 63,0,0,0,0,97.52,0
, 63,0,0,0,0,97.51,0
, 64,0,0,0,0,97.51,0
, 64,0,0,0,0,97.51,0
, 64,0,0,0,0,97.5,0
, 64,0,0,0,0,97.5,0
, 64,0,0,0,0,97.5,0
, 64,0,0,0,0,97.49,0
, 64,0,0,0,0,97.49,0
, 64,0,0,0,0,97.49,0
, 64,0,0,0,0,97.48,0
, 64,0,0,0,0,97.48,0
, 64,0,0,0,0,97.48,0
, 64,0,0,0,0,97.47,0
, 65,0,0,0,0,97.47,0
, 65,0,0,0,0,97.47,0
, 65,0,0,0,0,97.46,0
, 65,0,0,0,0,97.46,0
, 65,0,0,0,0,97.46,0
, 65,0,0,0,0,97.45,0
, 65,0,0,0,0,97.45,0
, 65,0,0,0,0,97.45,0
, 65,0,0,0,0,97.45,0
, 65,0,0,0,0,97.44,0
, 65,0,0,0,0,97.44,0
, 65,0,0,0,0,97.44,0
, 66,0,0,0,0,97.43,0
, 66,0,0,0,0,97.43,0
, 66,0,0,0,0,97.43,0
, 66,0,0,0,0,97.42,0
, 66,0,0,0,0,97.42,0
, 66,0,0,0,0,97.42,0
, 66,0,0,0,0,97.41,0
, 66,0,0,0,0,97.41,0
, 66,0,0,0,0,97.41,0
, 66,0,0,0,0,97.4,0
, 66,0,0,0,0,97.4,0
, 66,0,0,0,0,97.4,0
, 67,0,0,0,0,97.39,0
, 67,0,0,0,0,97.39,0
, 67,0,0,0,0,97.39,0
, 67,0,0,0,0,97.38,0
, 67,0,0,0,0,97.38,0
, 67,0,0,0,0,97.38,0
, 67,0,0,0,0,97.38,0
, 67,0,0,0,0,97.37,0
, 67,0,0,0,0,97.37,0
, 67,0,0,0,0,97.37,0
, 67,0,0,0,0,97.36,0
, 67,0,0,0,0,97.36,0
, 68,0,0,0,0,97.36,0
, 68,0,0,0,0,97.35,0
, 68,0,0,0,0,97.35,0
, 68,0,0,0,0,97.35,0
, 68,0,0,0,0,97.34,0
, 68,0,0,0,0,97.34,0
, 68,0,0,0,0,97.34,0
, 68,0,0,0,0,97.33,0
, 68,0,0,0,0,97.33,0
, 68,0,0,0,0,97.33,0
, 68,0,0,0,0,97.32,0
, 68,0,0,0,0,97.32,0
, 69,0,0,0,0,97.32,0
, 69,0,0,0,0,97.31,0
, 69,0,0,0,0,97.31,0
, 69,0,0,0,0,97.31,0
, 69,0,0,0,0,97.31,0
, 69,0,0,0,0,97.3,0
, 69,0,0,0,0,97.3,0
, 69,0,0,0,0,97.3,0
, 69,0,0,0,0,97.29,0
, 69,0,0,0,0,97.29,0
, 69,0,0,0,0,97.29,0
, 69,0,0,0,0,97.28,0
, 70,0,0,0,0,97.28,0
, 70,0,0,0,0,97.28,0
, 70,0,0,0,0,97.27,0
, 70,0,0,0,0,97.27,0
, 70,0,0,0,0,97.27,0
, 70,0,0,0,0,97.26,0
, 70,0,0,0,0,97.26,0
, 70,0,0,0,0,97.26,0
, 70,0,0,0,0,97.25,0
, 70,0,0,0,0,97.25,0
, 70,0,0,0,0,97.25,0
, 70,0,0,0,0,97.24,0
, 71,0,0,0,0,97.24,0
, 71,0,0,0,0,97.24,0
, 71,0,0,0,0,97.23,0
, 71,0,0,0,0,97.23,0
, 71,0,0,0,0,97.23,0
, 71,0,0,0,0,97.23,0
, 71,0,0,0,0,97.22,0
, 71,0,0,0,0,97.22,0
, 71,0,0,0,0,97.22,0
, 71,0,0,0,0,97.21,0
, 71,0,0,0,0,97.21,0
, 71,0,0,0,0,97.21,0
, 72,0,0,0,0,97.2,0
, 72,0,0,0,0,97.2,0
, 72,0,0,0,0,97.2,0
, 72,0,0,0,0,97.19,0
, 72,0,0,0,0,97.19,0
, 72,0,0,0,0,97.19,0
, 72,0,0,0,0,97.18,0
, 72,0,0,0,0,97.18,0
, 72,0,0,0,0,97.18,0
, 72,0,0,0,0,97.17,0
, 72,0,0,0,0,97.17,0
, 72,0,0,0,0,97.17,0
, 73,0,0,0,0,97.16,0
, 73,0,0,0,0,97.16,0
, 73,0,0,0,0,97.16,0
, 73,0,0,0,0,97.16,0
, 73,0,0,0,0,97.15,0
, 73,0,0,0,0,97.15,0
, 73,0,0,0,0,97.15,0
, 73,0,0,0,0,97.14,0
, 73,0,0,0,0,97.14,0
, 73,0,0,0,0,97.14,0
, 73,0,0,0,0,97.13,0
, 73,0,0,0,0,97.13,0
, 74,0,0,0,0,97.13,0
, 74,0,0,0,0,97.12,0
, 74,0,0,0,0,97.12,0
, 74,0,0,0,0,97.12,0
, 74,0,0,0,0,97.11,0
, 74,0,0,0,0,97.11,0
, 74,0,0,0,0,97.11,0
, 74,0,0,0,0,97.1,0
, 74,0,0,0,0,97.1,0
, 74,0,0,0,0,97.1,0
, 74,0,0,0,0,97.09,0
, 74,0,0,0,0,97.09,0
, 75,0,0,0,0,97.09,0
, 75,0,0,0,0,97.09,0
, 75,0,0,0,0,97.08,0
, 75,0,0,0,0,97.08,0
, 75,99,5,6,0,97.08,5
, 75,99,89,90,0,97.05,176
, 75,99,89,90,0,97.05,176
, 75,99,89,90,0,97.05,176
, 75,99,89,90,0,97.04,176
, 75,99,89,90,0,97.04,176
, 75,99,89,90,0,97.04,176
, 75,99,89,90,0,97.03,176
, 76,99,89,90,0,97.03,176
, 76,99,89,90,0,97.03,176
, 76,99,89,90,0,97.03,176
, 76,99,89,90,0,97.02,176
, 76,99,89,90,0,97.02,176
, 76,99,89,90,0,97.02,176
, 76,99,89,90,0,97.01,176
, 76,99,89,90,0,97.01,176
, 76,99,89,90,0,97.01,176
, 76,99,89,90,0,97.0,176
, 76,99,89,90,0,97.0,176
, 76,99,89,90,0,97.0,176
, 77,99,89,90,0,96.99,176
, 77,99,89,90,0,96.99,176
, 77,99,89,90,0,96.99,176
, 77,99,89,90,0,96.98,176
, 77,99,89,90,0,96.98,176
, 77,99,89,90,0,96.98,176
, 77,99,89,90,0,96.97,176
, 77,99,89,90,0,96.97,176
, 77,99,89,90,0,96.97,176
, 77,99,89,90,0,96.96,176
, 77,99,89,90,0,96.96,176
